timestamp,uptime_sec,mem_mb,cpu_pct,grpc_ok,rib_loc_evpn,adj_out_evpn_total,session_flaps_total,outbound_drops_total,msgs_sent_total,msgs_recv_total
1782893812,23753,82.21,38.36,1,49920,99840,0,0,2263104,1132148
1782893873,23814,82.45,37.80,1,49920,99840,0,0,2268915,1135055
1782893934,23875,81.95,37.98,1,49920,99840,0,0,2274726,1137962
1782893995,23936,81.94,38.09,1,49960,99920,0,0,2280535,1140867
1782894056,23997,82.19,37.72,1,49920,99840,0,0,2286348,1143776
1782894117,24058,82.13,38.27,1,49920,99840,0,0,2292159,1146683
1782894178,24119,81.92,37.71,1,50000,100000,0,0,2297966,1149586
1782894239,24180,83.43,37.87,1,50000,100000,0,0,2303777,1152493
1782894300,24241,82.40,39.20,1,50000,100000,0,0,2309588,1155400
1782894361,24302,81.81,37.86,1,50000,100000,0,0,2315399,1158307
1782894423,24364,82.96,38.21,1,50000,100000,0,0,2321210,1161214
1782894484,24425,83.04,39.14,1,49920,99840,0,0,2327017,1164121
1782894545,24486,81.67,38.37,1,49920,99840,0,0,2332828,1167026
1782894606,24547,81.90,38.43,1,49920,99840,0,0,2338639,1169935
1782894667,24608,82.25,37.51,1,49920,99840,0,0,2344450,1172842
1782894728,24669,81.33,37.44,1,49920,99840,0,0,2350261,1175749
1782894789,24730,81.79,38.39,1,49920,99840,0,0,2356072,1178656
1782894850,24791,82.11,37.46,1,49920,99840,0,0,2361883,1181563
1782894911,24852,83.00,37.81,1,49920,99840,0,0,2367694,1184470
1782894972,24913,82.66,38.65,1,50000,100000,0,0,2373501,1187373
1782895033,24974,82.42,37.47,1,50000,100000,0,0,2379312,1190280
1782895094,25035,82.53,37.20,1,50000,100000,0,0,2385123,1193187
1782895155,25096,83.14,38.11,1,50000,100000,0,0,2390934,1196094
1782895216,25157,82.30,38.33,1,49960,99920,0,0,2396743,1199001
1782895277,25218,82.16,39.39,1,49920,99840,0,0,2402552,1201908
1782895338,25279,82.30,38.36,1,49920,99840,0,0,2408363,1204815
1782895400,25341,81.50,37.86,1,49920,99840,0,0,2414174,1207721
1782895461,25402,82.02,38.37,1,49960,99920,0,0,2419983,1210628
1782895522,25463,81.91,37.35,1,49960,99920,0,0,2425794,1213534
1782895583,25524,82.34,37.66,1,50000,100000,0,0,2431603,1216439
1782895644,25585,83.03,38.57,1,50000,100000,0,0,2437414,1219346
1782895705,25646,83.00,37.70,1,50000,100000,0,0,2443225,1222253
1782895766,25707,81.91,37.65,1,50000,100000,0,0,2449036,1225160
1782895827,25768,82.71,37.43,1,50000,100000,0,0,2454847,1228067
1782895888,25829,81.55,37.88,1,50000,100000,0,0,2460658,1230974
1782895949,25890,82.73,38.43,1,49960,99920,0,0,2466467,1233881
1782896010,25951,81.86,38.10,1,49920,99840,0,0,2472276,1236788
1782896071,26012,82.87,38.09,1,49920,99840,0,0,2478087,1239695
1782896132,26073,83.02,38.98,1,49920,99840,0,0,2483898,1242602
1782896193,26134,82.09,37.94,1,49920,99840,0,0,2489709,1245509
1782896254,26195,82.13,38.36,1,49920,99840,0,0,2495520,1248416
1782896315,26256,81.76,39.08,1,49960,99920,0,0,2501329,1251321
1782896377,26318,81.96,38.04,1,50000,100000,0,0,2507138,1254226
1782896438,26379,81.62,38.89,1,50000,100000,0,0,2512949,1257133
1782896499,26440,82.59,37.23,1,50000,100000,0,0,2518760,1260040
1782896560,26501,81.80,36.65,1,50000,100000,0,0,2524571,1262947
1782896621,26562,82.69,37.88,1,50000,100000,0,0,2530382,1265854
1782896682,26623,83.06,37.03,1,50000,100000,0,0,2536193,1268761
1782896743,26684,82.66,37.10,1,50000,100000,0,0,2542004,1271668
1782896804,26745,82.25,38.59,1,49960,99920,0,0,2547813,1274575
1782896865,26806,82.13,37.85,1,49960,99920,0,0,2553624,1277483
1782896926,26867,82.00,38.85,1,49960,99920,0,0,2559436,1280390
1782896987,26928,82.31,38.20,1,49920,99840,0,0,2565245,1283297
1782897048,26989,81.32,37.94,1,49920,99840,0,0,2571056,1286204
1782897109,27050,82.02,39.57,1,49920,99840,0,0,2576867,1289111
1782897170,27111,81.98,37.91,1,49920,99840,0,0,2582678,1292018
1782897231,27172,82.86,37.50,1,49920,99840,0,0,2588489,1294927
1782897292,27233,81.68,38.38,1,49920,99840,0,0,2594302,1297834
1782897353,27294,82.66,37.89,1,49920,99840,0,0,2600113,1300741
1782897415,27356,81.61,37.38,1,49920,99840,0,0,2605924,1303648
1782897476,27417,82.57,38.54,1,50000,100000,0,0,2611731,1306553
1782897537,27478,82.54,37.79,1,50000,100000,0,0,2617542,1309458
1782897598,27539,83.70,37.73,1,50000,100000,0,0,2623353,1312365
1782897659,27600,82.38,36.87,1,50000,100000,0,0,2629164,1315272
1782897720,27661,82.34,37.91,1,49960,99920,0,0,2634973,1318179
1782897781,27722,82.29,38.82,1,49920,99840,0,0,2640782,1321086
1782897842,27783,81.61,38.12,1,49920,99840,0,0,2646593,1323993
1782897903,27844,82.06,38.07,1,49920,99840,0,0,2652404,1326900
1782897964,27905,82.86,39.39,1,49920,99840,0,0,2658215,1329807
1782898025,27966,82.23,37.85,1,49920,99840,0,0,2664026,1332714
1782898086,28027,82.36,38.01,1,49920,99840,0,0,2669837,1335621
1782898147,28088,82.59,38.43,1,49920,99840,0,0,2675648,1338528
1782898208,28149,81.64,37.44,1,49920,99840,0,0,2681459,1341435
1782898269,28210,82.58,39.25,1,49920,99840,0,0,2687270,1344342
1782898331,28272,82.39,38.32,1,49920,99840,0,0,2693081,1347249
1782898392,28333,83.43,37.85,1,50000,100000,0,0,2698888,1350152
1782898453,28394,82.71,38.26,1,50000,100000,0,0,2704699,1353059
1782898514,28455,81.97,37.35,1,50000,100000,0,0,2710510,1355966
1782898575,28516,82.64,37.15,1,50000,100000,0,0,2716321,1358873
1782898636,28577,80.89,38.37,1,50000,100000,0,0,2722132,1361780
1782898697,28638,81.89,37.93,1,50000,100000,0,0,2727943,1364687
1782898758,28699,81.88,39.14,1,49960,99920,0,0,2733752,1367594
1782898819,28760,81.84,38.89,1,49920,99840,0,0,2739561,1370501
1782898880,28821,83.73,37.92,1,49920,99840,0,0,2745372,1373408
1782898941,28882,82.24,38.91,1,49920,99840,0,0,2751183,1376315
1782899002,28943,82.07,37.34,1,49920,99840,0,0,2756994,1379222
1782899063,29004,81.90,37.60,1,49920,99840,0,0,2762805,1382129
1782899124,29065,82.86,39.55,1,49960,99920,0,0,2768614,1385033
1782899185,29126,82.75,37.43,1,50000,100000,0,0,2774427,1387941
1782899246,29187,81.85,37.44,1,50000,100000,0,0,2780238,1390848
1782899307,29248,82.55,38.58,1,50000,100000,0,0,2786049,1393755
1782899369,29310,81.90,38.23,1,50000,100000,0,0,2791860,1396662
1782899430,29371,81.73,38.78,1,49960,99920,0,0,2797669,1399569
1782899491,29432,82.50,38.61,1,49920,99840,0,0,2803478,1402476
1782899552,29493,82.05,38.13,1,49920,99840,0,0,2809289,1405383
1782899613,29554,82.45,38.85,1,49920,99840,0,0,2815100,1408290
1782899674,29615,82.33,38.34,1,49920,99840,0,0,2820911,1411197
1782899735,29676,81.71,38.05,1,49920,99840,0,0,2826722,1414104
1782899796,29737,82.69,39.07,1,50000,100000,0,0,2832537,1417011
1782899857,29798,82.54,38.16,1,49960,99920,0,0,2838346,1419918
1782899918,29859,83.16,38.22,1,49960,99920,0,0,2844153,1422823
1782899979,29920,82.65,37.86,1,49960,99920,0,0,2849964,1425730
1782900040,29981,81.81,37.35,1,49960,99920,0,0,2855775,1428637
1782900101,30042,82.52,38.75,1,49960,99920,0,0,2861586,1431544
1782900162,30103,82.86,37.81,1,50000,100000,0,0,2867395,1434449
1782900223,30164,82.48,37.48,1,50000,100000,0,0,2873206,1437356
1782900285,30226,82.51,38.05,1,50000,100000,0,0,2879017,1440263
1782900346,30287,82.77,37.09,1,50000,100000,0,0,2884829,1443171
1782900407,30348,83.14,37.50,1,50000,100000,0,0,2890640,1446078
1782900468,30409,83.08,38.43,1,50000,100000,0,0,2896451,1448985
1782900529,30470,81.42,37.54,1,49960,99920,0,0,2902260,1451892
1782900590,30531,84.14,38.46,1,49920,99840,0,0,2908069,1454799
1782900651,30592,82.29,38.10,1,49920,99840,0,0,2913880,1457708
1782900712,30653,81.86,37.68,1,49960,99920,0,0,2919695,1460615
1782900773,30714,82.05,38.63,1,49920,99840,0,0,2925504,1463522
1782900834,30775,82.51,38.39,1,49920,99840,0,0,2931315,1466429
1782900895,30836,82.09,38.35,1,49920,99840,0,0,2937126,1469336
1782900956,30897,82.21,39.06,1,49920,99840,0,0,2942937,1472243
1782901017,30958,81.89,38.60,1,49920,99840,0,0,2948748,1475150
1782901078,31019,82.02,38.20,1,49920,99840,0,0,2954559,1478057
1782901139,31080,82.17,38.89,1,49920,99840,0,0,2960370,1480964
1782901200,31141,82.23,38.30,1,49920,99840,0,0,2966181,1483871
1782901262,31203,81.18,38.68,1,49920,99840,0,0,2971992,1486778
1782901323,31264,82.05,37.71,1,49960,99920,0,0,2977805,1489685
1782901384,31325,82.02,37.37,1,49960,99920,0,0,2983616,1492592
1782901445,31386,82.18,38.61,1,49920,99840,0,0,2989425,1495499
1782901506,31447,82.02,37.88,1,49920,99840,0,0,2995236,1498406
1782901567,31508,82.29,37.68,1,49920,99840,0,0,3001047,1501313
1782901628,31569,82.15,39.29,1,49960,99920,0,0,3006860,1504220
1782901689,31630,82.06,37.51,1,49960,99920,0,0,3012671,1507127
1782901750,31691,82.17,38.25,1,49920,99840,0,0,3018480,1510034
1782901811,31752,81.36,39.07,1,49920,99840,0,0,3024291,1512941
1782901872,31813,82.16,38.33,1,49920,99840,0,0,3030102,1515848
1782901933,31874,82.06,38.85,1,49920,99840,0,0,3035913,1518755
1782901994,31935,82.00,37.77,1,49920,99840,0,0,3041724,1521662
1782902055,31996,82.47,38.15,1,49920,99840,0,0,3047535,1524569
1782902116,32057,82.47,38.88,1,49960,99920,0,0,3053344,1527474
1782902178,32119,83.03,38.06,1,50000,100000,0,0,3059153,1530379
1782902239,32180,83.14,37.25,1,50000,100000,0,0,3064964,1533286
1782902300,32241,82.81,38.33,1,50000,100000,0,0,3070775,1536193
1782902361,32302,83.88,37.13,1,50000,100000,0,0,3076586,1539100
1782902422,32363,83.97,37.96,1,50000,100000,0,0,3082397,1542007
1782902483,32424,82.32,36.96,1,50000,100000,0,0,3088208,1544914
1782902544,32485,82.27,37.47,1,50000,100000,0,0,3094019,1547821
1782902605,32546,81.63,38.23,1,49960,99920,0,0,3099828,1550728
1782902666,32607,81.23,38.18,1,49920,99840,0,0,3105637,1553635
1782902727,32668,82.14,38.55,1,49920,99840,0,0,3111448,1556542
1782902788,32729,82.35,38.90,1,49920,99840,0,0,3117259,1559449
1782902849,32790,82.34,38.08,1,49920,99840,0,0,3123070,1562356
1782902910,32851,82.68,38.13,1,50000,100000,0,0,3128877,1565259
1782902971,32912,81.78,38.73,1,50000,100000,0,0,3134688,1568166
1782903032,32973,81.97,36.89,1,50000,100000,0,0,3140499,1571073
1782903093,33034,81.93,38.05,1,50000,100000,0,0,3146310,1573980
1782903154,33095,81.30,36.85,1,50000,100000,0,0,3152121,1576887
1782903216,33157,82.55,37.34,1,50000,100000,0,0,3157932,1579794
1782903277,33218,82.88,38.21,1,49920,99840,0,0,3163739,1582701
1782903338,33279,81.70,37.29,1,49920,99840,0,0,3169550,1585608
1782903399,33340,82.82,37.77,1,49920,99840,0,0,3175361,1588515
1782903460,33401,82.83,38.46,1,49920,99840,0,0,3181172,1591422
1782903521,33462,81.32,38.48,1,49920,99840,0,0,3186983,1594329
1782903582,33523,81.83,39.55,1,49960,99920,0,0,3192796,1597236
1782903643,33584,83.21,38.17,1,49960,99920,0,0,3198603,1600142
1782903704,33645,81.84,38.00,1,50000,100000,0,0,3204412,1603046
1782903765,33706,83.78,38.48,1,50000,100000,0,0,3210223,1605954
1782903826,33767,82.38,37.59,1,50000,100000,0,0,3216035,1608861
1782903887,33828,81.77,37.40,1,49960,99920,0,0,3221844,1611768
1782903948,33889,81.97,38.71,1,49920,99840,0,0,3227653,1614675
1782904009,33950,82.31,37.97,1,49920,99840,0,0,3233464,1617582
1782904070,34011,82.02,38.34,1,49920,99840,0,0,3239275,1620489
1782904131,34072,81.84,37.71,1,49920,99840,0,0,3245086,1623398
1782904193,34134,82.63,38.21,1,49920,99840,0,0,3250899,1626305
1782904254,34195,82.82,38.43,1,49960,99920,0,0,3256712,1629212
1782904315,34256,82.35,37.52,1,49960,99920,0,0,3262523,1632119
1782904376,34317,82.31,38.04,1,49920,99840,0,0,3268332,1635026
1782904437,34378,82.50,38.71,1,49920,99840,0,0,3274143,1637933
1782904498,34439,81.69,37.96,1,49960,99920,0,0,3279956,1640840
1782904559,34500,81.62,38.61,1,49920,99840,0,0,3285765,1643747
1782904620,34561,81.93,38.99,1,49920,99840,0,0,3291576,1646654
1782904681,34622,82.04,37.38,1,49920,99840,0,0,3297387,1649561
1782904742,34683,83.41,39.34,1,49920,99840,0,0,3303198,1652468
1782904803,34744,82.86,37.76,1,49920,99840,0,0,3309009,1655375
1782904864,34805,81.66,38.53,1,49960,99920,0,0,3314818,1658279
1782904925,34866,81.79,38.03,1,50000,100000,0,0,3320627,1661185
1782904986,34927,82.35,36.41,1,50000,100000,0,0,3326438,1664092
1782905047,34988,82.83,37.55,1,50000,100000,0,0,3332249,1666999
1782905108,35049,82.98,37.72,1,50000,100000,0,0,3338060,1669906
1782905170,35111,81.72,36.64,1,50000,100000,0,0,3343871,1672813
1782905231,35172,81.74,38.32,1,49960,99920,0,0,3349680,1675720
1782905292,35233,82.59,39.34,1,49920,99840,0,0,3355489,1678627
1782905353,35294,81.43,38.05,1,49920,99840,0,0,3361300,1681534
1782905414,35355,82.42,38.79,1,49920,99840,0,0,3367111,1684441
1782905475,35416,83.49,37.86,1,49920,99840,0,0,3372922,1687348
1782905536,35477,82.87,38.50,1,49920,99840,0,0,3378733,1690255
1782905597,35538,82.80,38.02,1,49920,99840,0,0,3384544,1693162
1782905658,35599,81.80,37.49,1,49920,99840,0,0,3390355,1696069
1782905719,35660,82.83,38.62,1,49920,99840,0,0,3396166,1698976
1782905780,35721,81.81,37.49,1,49960,99920,0,0,3401975,1701881
1782905841,35782,81.47,37.34,1,50000,100000,0,0,3407784,1704786
1782905902,35843,82.88,38.49,1,50000,100000,0,0,3413595,1707693
1782905963,35904,82.16,36.80,1,50000,100000,0,0,3419406,1710600
1782906024,35965,81.87,37.18,1,50000,100000,0,0,3425217,1713507
1782906085,36026,82.46,37.61,1,50000,100000,0,0,3431028,1716414
1782906147,36088,81.80,37.78,1,50000,100000,0,0,3436839,1719321
1782906208,36149,82.18,38.07,1,50000,100000,0,0,3442650,1722228
1782906269,36210,81.98,37.43,1,50000,100000,0,0,3448461,1725135
1782906330,36271,82.14,37.22,1,50000,100000,0,0,3454272,1728042
1782906391,36332,82.33,38.64,1,50000,100000,0,0,3460083,1730949
1782906452,36393,82.95,37.58,1,49960,99920,0,0,3465892,1733856
1782906513,36454,81.98,37.74,1,49960,99920,0,0,3471703,1736763
1782906574,36515,83.61,38.61,1,50000,100000,0,0,3477516,1739670
1782906635,36576,82.88,37.12,1,50000,100000,0,0,3483327,1742577
